tipo_duplicado,lon,lat,n
redondeado_6_decimales,-89.155312,16.970031,19
redondeado_6_decimales,-89.155242,16.120784,19
redondeado_6_decimales,-89.155209,16.960998,19
redondeado_6_decimales,-89.155145,16.11175,19
redondeado_6_decimales,-89.155106,16.951964,19
redondeado_6_decimales,-89.155047,16.102716,19
redondeado_6_decimales,-89.155003,16.942931,19
redondeado_6_decimales,-89.154949,16.093682,19
redondeado_6_decimales,-89.1549,16.933898,19
redondeado_6_decimales,-89.154852,16.084648,19
redondeado_6_decimales,-89.154797,16.924865,19
redondeado_6_decimales,-89.154755,16.075614,19
redondeado_6_decimales,-89.154694,16.915832,19
redondeado_6_decimales,-89.154657,16.06658,19
redondeado_6_decimales,-89.154592,16.906798,19
redondeado_6_decimales,-89.15456,16.057546,19
redondeado_6_decimales,-89.154489,16.897765,19
redondeado_6_decimales,-89.154463,16.048512,19
redondeado_6_decimales,-89.154386,16.888732,19
redondeado_6_decimales,-89.154366,16.039478,19
redondeado_6_decimales,-89.154284,16.879699,19
redondeado_6_decimales,-89.154269,16.030444,19
redondeado_6_decimales,-89.154181,16.870666,19
redondeado_6_decimales,-89.154172,16.02141,19
redondeado_6_decimales,-89.154079,16.861632,19
redondeado_6_decimales,-89.154075,16.012376,19
redondeado_6_decimales,-89.153978,16.003342,19
redondeado_6_decimales,-89.153977,16.852599,19
redondeado_6_decimales,-89.153881,15.994308,19
redondeado_6_decimales,-89.153874,16.843566,19
redondeado_6_decimales,-89.153784,15.985274,19
redondeado_6_decimales,-89.153772,16.834533,19
redondeado_6_decimales,-89.153688,15.97624,19
redondeado_6_decimales,-89.15367,16.825499,19
redondeado_6_decimales,-89.153591,15.967206,19
redondeado_6_decimales,-89.153568,16.816466,19
redondeado_6_decimales,-89.153494,15.958172,19
redondeado_6_decimales,-89.153466,16.807433,19
redondeado_6_decimales,-89.153398,15.949138,19
redondeado_6_decimales,-89.153364,16.798399,19
redondeado_6_decimales,-89.153301,15.940104,19
redondeado_6_decimales,-89.153262,16.789366,19
redondeado_6_decimales,-89.153205,15.93107,19
redondeado_6_decimales,-89.15316,16.780333,19
redondeado_6_decimales,-89.153109,15.922036,19
redondeado_6_decimales,-89.153059,16.771299,19
redondeado_6_decimales,-89.153012,15.913002,19
redondeado_6_decimales,-89.152957,16.762266,19
redondeado_6_decimales,-89.152916,15.903968,19
redondeado_6_decimales,-89.152855,16.753233,19
redondeado_6_decimales,-89.152754,16.744199,19
redondeado_6_decimales,-89.152652,16.735166,19
redondeado_6_decimales,-89.152551,16.726133,19
redondeado_6_decimales,-89.152449,16.717099,19
redondeado_6_decimales,-89.152348,16.708066,19
redondeado_6_decimales,-89.152247,16.699033,19
redondeado_6_decimales,-89.152146,16.689999,19
redondeado_6_decimales,-89.152045,16.680966,19
redondeado_6_decimales,-89.151943,16.671932,19
redondeado_6_decimales,-89.151842,16.662899,19
redondeado_6_decimales,-89.151742,16.653865,19
redondeado_6_decimales,-89.151641,16.644832,19
redondeado_6_decimales,-89.15154,16.635799,19
redondeado_6_decimales,-89.151439,16.626765,19
redondeado_6_decimales,-89.151338,16.617732,19
redondeado_6_decimales,-89.151238,16.608698,19
redondeado_6_decimales,-89.151137,16.599665,19
redondeado_6_decimales,-89.151037,16.590631,19
redondeado_6_decimales,-89.150936,16.581598,19
redondeado_6_decimales,-89.150926,17.403713,19
redondeado_6_decimales,-89.150836,16.572564,19
redondeado_6_decimales,-89.15082,17.394681,19
redondeado_6_decimales,-89.150736,16.563531,19
redondeado_6_decimales,-89.150714,17.385648,19
redondeado_6_decimales,-89.150635,16.554497,19
redondeado_6_decimales,-89.150609,17.376615,19
redondeado_6_decimales,-89.150535,16.545463,19
redondeado_6_decimales,-89.150503,17.367582,19
redondeado_6_decimales,-89.150435,16.53643,19
redondeado_6_decimales,-89.150398,17.358549,19
redondeado_6_decimales,-89.150335,16.527396,19
redondeado_6_decimales,-89.150293,17.349516,19
redondeado_6_decimales,-89.150235,16.518363,19
redondeado_6_decimales,-89.150187,17.340484,19
redondeado_6_decimales,-89.150135,16.509329,19
redondeado_6_decimales,-89.150082,17.331451,19
redondeado_6_decimales,-89.150035,16.500296,19
redondeado_6_decimales,-89.149977,17.322418,19
redondeado_6_decimales,-89.149935,16.491262,19
