subset,nivel,fuente,clase,n_registros,pct_fuente_subset
ventana_2018_2022,Nivel_2,MIAMBIENTE - Cultivos Mapa Panamá,315 Otros cultivos intensivos no arbóreos,12945,52.890705
ventana_2018_2022,Nivel_2,MIAMBIENTE - Cultivos Mapa Panamá,313 Caña de azúcar,5598,22.872319
ventana_2018_2022,Nivel_2,MIAMBIENTE - Cultivos Mapa Panamá,311 Palma aceitera,3487,14.247191
ventana_2018_2022,Nivel_2,MIAMBIENTE - Cultivos Mapa Panamá,312 Bananeras,2033,8.306435
ventana_2018_2022,Nivel_2,MIAMBIENTE - Cultivos Mapa Panamá,314 Piña,412,1.68335
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,411 Latifoliado maduro húmedo,1764,37.40458
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,332 Pastizales naturales y cultivados,1160,24.597116
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,412 Latifoliado secundario húmedo,951,20.165394
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,333 Matorrales (barbecho o en descanso),305,6.467345
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,430 Manglares,109,2.311281
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,331 Granos básicos y hortalizas  y otros,96,2.035623
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,110 Urbano,93,1.97201
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,210 Cuerpos de Agua,78,1.653944
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,442 Plantaciones forestales,53,1.123834
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,313 Caña de azúcar,24,0.508906
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,220 Humedales,16,0.339271
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,311 Palma aceitera,13,0.275657
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,445 Bosque de Palmas,10,0.212044
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,121 Otros artificializado,10,0.212044
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,312 Bananeras,9,0.19084
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,321 Café,6,0.127226
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,410 Bosque latifoliado y mixto,5,0.106022
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,325 Otros sistemas agroforestales o silvopastoriles,5,0.106022
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,"122 Suelo desnudo, arena, rocoso, lava, otros",4,0.084818
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,323 Frutales,3,0.063613
ventana_2018_2022,Nivel_2,MIAMBIENTE - Mapa de bosques y otras tierras boscosas de Panamá,314 Piña,2,0.042409
ventana_2018_2022,Nivel_2,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",410 Bosque latifoliado y mixto,57966,58.080418
ventana_2018_2022,Nivel_2,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",332 Pastizales naturales y cultivados,23059,23.104516
ventana_2018_2022,Nivel_2,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",331 Granos básicos y hortalizas  y otros,8251,8.267287
ventana_2018_2022,Nivel_2,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",910 Otras,5753,5.764356
ventana_2018_2022,Nivel_2,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",220 Humedales,3890,3.897678
ventana_2018_2022,Nivel_2,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",442 Plantaciones forestales,884,0.885745
