group_field,grupo,anio,n
Nivel_2,441 Masa arbórea ribereña,2001,272
Nivel_2,441 Masa arbórea ribereña,2012,306
Nivel_2,441 Masa arbórea ribereña,2018,336
Nivel_2,441 Masa arbórea ribereña,2019,3
Nivel_2,442 Plantaciones forestales,2000,2226
Nivel_2,442 Plantaciones forestales,2001,10
Nivel_2,442 Plantaciones forestales,2002,10
Nivel_2,442 Plantaciones forestales,2003,21
Nivel_2,442 Plantaciones forestales,2004,19
Nivel_2,442 Plantaciones forestales,2005,415
Nivel_2,442 Plantaciones forestales,2006,10
Nivel_2,442 Plantaciones forestales,2007,10
Nivel_2,442 Plantaciones forestales,2008,10
Nivel_2,442 Plantaciones forestales,2009,11
Nivel_2,442 Plantaciones forestales,2010,10
Nivel_2,442 Plantaciones forestales,2011,10
Nivel_2,442 Plantaciones forestales,2012,249
Nivel_2,442 Plantaciones forestales,2013,10
Nivel_2,442 Plantaciones forestales,2014,42
Nivel_2,442 Plantaciones forestales,2015,15
Nivel_2,442 Plantaciones forestales,2016,152
Nivel_2,442 Plantaciones forestales,2017,201
Nivel_2,442 Plantaciones forestales,2018,2407
Nivel_2,442 Plantaciones forestales,2019,1
Nivel_2,442 Plantaciones forestales,2021,937
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2000,75
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2001,1325
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2002,106
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2003,102
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2004,102
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2005,32761
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2006,106
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2007,151
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2008,103
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2009,103
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2010,104
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2011,104
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2012,19538
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2013,106
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2014,185
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2015,108
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2016,19488
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2017,6264
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2018,3021
Nivel_2,443  Árboles fuera de bosque y otras áreas naturales,2019,16
Nivel_2,444 Regeneración forestal,2000,429
Nivel_2,444 Regeneración forestal,2001,434
Nivel_2,444 Regeneración forestal,2002,496
Nivel_2,444 Regeneración forestal,2003,497
Nivel_2,444 Regeneración forestal,2004,497
Nivel_2,444 Regeneración forestal,2005,496
Nivel_2,444 Regeneración forestal,2006,494
Nivel_2,444 Regeneración forestal,2007,493
Nivel_2,444 Regeneración forestal,2008,494
Nivel_2,444 Regeneración forestal,2009,494
Nivel_2,444 Regeneración forestal,2010,513
Nivel_2,444 Regeneración forestal,2011,537
Nivel_2,444 Regeneración forestal,2012,544
Nivel_2,444 Regeneración forestal,2013,543
Nivel_2,444 Regeneración forestal,2014,544
Nivel_2,444 Regeneración forestal,2015,543
Nivel_2,444 Regeneración forestal,2016,541
Nivel_2,444 Regeneración forestal,2017,542
Nivel_2,444 Regeneración forestal,2018,542
Nivel_2,445 Bosque de Palmas,2007,2
Nivel_2,445 Bosque de Palmas,2014,18
Nivel_2,445 Bosque de Palmas,2015,9
Nivel_2,445 Bosque de Palmas,2016,4
Nivel_2,445 Bosque de Palmas,2017,1
Nivel_2,445 Bosque de Palmas,2019,4
Nivel_2,445 Bosque de Palmas,2021,10
Nivel_2,910 Otras,2000,10
Nivel_2,910 Otras,2001,9
Nivel_2,910 Otras,2005,1909
Nivel_2,910 Otras,2012,59640
Nivel_2,910 Otras,2015,1
Nivel_2,910 Otras,2016,4617
Nivel_2,910 Otras,2017,672
Nivel_2,910 Otras,2018,394
Nivel_2,910 Otras,2019,5
Nivel_2,910 Otras,2021,5753
