xy_year_group_id,xy_group_id,lon,lat,year_ref,records,n_class_codes,n_class_group_codes,n_sources,country,country_code,has_thematic_conflict
SRC10_CRI_2021_A1__XYY__01af8341ce7c,SRC10_CRI_2021_A1__XY__927d923ac89e,-85.36834,10.153124,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01b6464dbbe6,SRC10_CRI_2021_A1__XY__85af8ba73052,-85.597826,10.485088,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01b71329db47,SRC10_CRI_2021_A1__XY__c34d2a75f7d9,-85.555621,10.217932,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01b776fb8af8,SRC10_CRI_2021_A1__XY__30ee57a048ad,-85.254711,10.225981,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01bea5730959,SRC10_CRI_2021_A1__XY__5077c031e45c,-85.236432,10.408263,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01bf3652aa8f,SRC10_CRI_2021_A1__XY__8c09654b7713,-85.627766,10.148319,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01bf51440a53,SRC10_CRI_2021_A1__XY__610feb396980,-85.247058,10.513301,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01c473c06497,SRC10_CRI_2021_A1__XY__ed057efec7fd,-85.337487,10.345994,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01c4e0c34a74,SRC10_CRI_2021_A1__XY__19005ef61b48,-85.255989,10.174984,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01c6884ea49b,SRC10_CRI_2021_A1__XY__182b055f77e9,-85.630856,10.34014,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01cb6de8a9d6,SRC10_CRI_2021_A1__XY__5d5d42c3b5e2,-85.52566,10.408223,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01d2e13c2b5a,SRC10_CRI_2021_A1__XY__166c386c4adc,-85.498303,10.42645,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01d5a43b5fe1,SRC10_CRI_2021_A1__XY__a67bdd62cfa8,-85.460653,10.501433,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01d97edfbae9,SRC10_CRI_2021_A1__XY__deab3e3491e7,-85.274464,10.415354,2021,1,1,1,1,Costa Rica,CRI,0
